,review,review_lower,review_nopunc,review_nostop,review_noother,cleaned_review,polarity,subjectivity
28,This lady was so unprofessional rushing me while she was still airing another customer. Informed the manager and got a fake apology I came here for convenience to feed my children this crap while I have a emergency happening ruined the rest of my evening. I'm never returning  it even on my worse day. Do better. McDonald's. Customer service should improve,this lady was so unprofessional rushing me while she was still airing another customer. informed the manager and got a fake apology i came here for convenience to feed my children this crap while i have a emergency happening ruined the rest of my evening. i'm never returning it even on my worse day. do better. mcdonald's. customer service should improve,this lady was so unprofessional rushing me while she was still airing another customer informed the manager and got a fake apology i came here for convenience to feed my children this crap while i have a emergency happening ruined the rest of my evening im never returning it even on my worse day do better mcdonalds customer service should improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed children crap emergency happening ruined rest evening im never returning even worse day better mcdonalds customer service improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed children crap emergency happening ruined rest evening never returning even worse day better mcdonalds customer service improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed child crap emergency happening ruined rest evening never returning even worse day better mcdonalds customer service improve,-0.30000000000000004,0.725
29,Not all McDonald's are created equal. They have the best fries at this location. I think they frequently change their oil thats why everything tastes better here. I drive 3 miles just to go here.,not all mcdonald's are created equal. they have the best fries at this location. i think they frequently change their oil thats why everything tastes better here. i drive 3 miles just to go here.,not all mcdonalds are created equal they have the best fries at this location i think they frequently change their oil thats why everything tastes better here i drive 3 miles just to go here,mcdonalds created equal best fries location think frequently change oil thats everything tastes better drive 3 miles go,mcdonalds created equal best fries location think frequently change oil thats everything tastes better drive 3 miles,mcdonalds created equal best fry location think frequently change oil thats everything taste better drive 3 mile,0.4,0.3375
30,Just an average McDonald's Nothing particularly special. Love a late night burger though,just an average mcdonald's nothing particularly special. love a late night burger though,just an average mcdonalds nothing particularly special love a late night burger though,average mcdonalds nothing particularly special love late night burger though,average mcdonalds nothing particularly special love late night burger though,average mcdonalds nothing particularly special love late night burger though,0.1017857142857143,0.5428571428571428
31,"Nice floor and sitting area, clean store, food ok. Nice staffs. Much better than many other MDs","nice floor and sitting area, clean store, food ok. nice staffs. much better than many other mds",nice floor and sitting area clean store food ok nice staffs much better than many other mds,nice floor sitting area clean store food ok nice staffs much better many mds,nice floor sitting area clean store food ok nice staffs much better many mds,nice floor sitting area clean store food ok nice staff much better many md,0.5111111111111112,0.7000000000000001
32,Ordered from a fast food burger place that left out my burgers. 'Nuff said. Cheeseburger,ordered from a fast food burger place that left out my burgers. 'nuff said. cheeseburger,ordered from a fast food burger place that left out my burgers nuff said cheeseburger,ordered fast food burger place left burgers nuff said cheeseburger,ordered fast food burger place left burgers nuff said cheeseburger,ordered fast food burger place left burger nuff said cheeseburger,0.1,0.3
33,Very clean and organized. I like it made me feel comfortable. The staff are very nice and polite do there job very well. The staff are fast and know how to keep the line short. You order in one side and pick up in the other side. They have seating available. In the first floor you can sit or go up the stairs to more seating and the bathrooms. Didn't go in the bathroom's but I know they have bathrooms. This is one of the best McDonald's I ever been into. I will be coming back here.,very clean and organized. i like it made me feel comfortable. the staff are very nice and polite do there job very well. the staff are fast and know how to keep the line short. you order in one side and pick up in the other side. they have seating available. in the first floor you can sit or go up the stairs to more seating and the bathrooms. didn't go in the bathroom's but i know they have bathrooms. this is one of the best mcdonald's i ever been into. i will be coming back here.,very clean and organized i like it made me feel comfortable the staff are very nice and polite do there job very well the staff are fast and know how to keep the line short you order in one side and pick up in the other side they have seating available in the first floor you can sit or go up the stairs to more seating and the bathrooms didnt go in the bathrooms but i know they have bathrooms this is one of the best mcdonalds i ever been into i will be coming back here,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order one side pick side seating available first floor sit go stairs seating bathrooms didnt go bathrooms know bathrooms one best mcdonalds ever coming back,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order side pick side seating available first floor sit stairs seating bathrooms didnt bathrooms know bathrooms best mcdonalds ever coming back,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order side pick side seating available first floor sit stair seating bathroom didnt bathroom know bathroom best mcdonalds ever coming back,0.3574074074074074,0.4925925925925925
34,"Lastima que no hay estrella cero , los empleados deberian a estar más entrenados , siempre me toca con la cajera del Drive con mala actitud y falta de respeto a los clientes , piensa que van a pedir las cosas de gratis , y no , está vez se enojo Porq no le di un código por speaker, cuando otros me han pedido que se los de personalmente , en verdad si quieres empezar bien tu día , no vengas aquí , !!!!!!!!!!!!","lastima que no hay estrella cero , los empleados deberian a estar más entrenados , siempre me toca con la cajera del drive con mala actitud y falta de respeto a los clientes , piensa que van a pedir las cosas de gratis , y no , está vez se enojo porq no le di un código por speaker, cuando otros me han pedido que se los de personalmente , en verdad si quieres empezar bien tu día , no vengas aquí , !!!!!!!!!!!!",lastima que no hay estrella cero  los empleados deberian a estar más entrenados  siempre me toca con la cajera del drive con mala actitud y falta de respeto a los clientes  piensa que van a pedir las cosas de gratis  y no  está vez se enojo porq no le di un código por speaker cuando otros me han pedido que se los de personalmente  en verdad si quieres empezar bien tu día  no vengas aquí  ,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir las cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir las cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir la cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,0.0,0.0
35,"This is a quick review of the mobile app pickup service at this location. There was a long line of cars at the drive-through so I used the mobile app instead of waiting in a long line.I actually pulled into one of the two mobile pickup spots and placed my order using the McDonald's mobile app. I had my food in less than five minutes. The guy literally ran it out for me. If you ever go to McDonald's, be sure and get their mobile app. Lots of good deals on it!It was a great experience and I wouldn't hesitate to use their mobile pickup service again.","this is a quick review of the mobile app pickup service at this location. there was a long line of cars at the drive-through so i used the mobile app instead of waiting in a long line.i actually pulled into one of the two mobile pickup spots and placed my order using the mcdonald's mobile app. i had my food in less than five minutes. the guy literally ran it out for me. if you ever go to mcdonald's, be sure and get their mobile app. lots of good deals on it!it was a great experience and i wouldn't hesitate to use their mobile pickup service again.",this is a quick review of the mobile app pickup service at this location there was a long line of cars at the drivethrough so i used the mobile app instead of waiting in a long linei actually pulled into one of the two mobile pickup spots and placed my order using the mcdonalds mobile app i had my food in less than five minutes the guy literally ran it out for me if you ever go to mcdonalds be sure and get their mobile app lots of good deals on itit was a great experience and i wouldnt hesitate to use their mobile pickup service again,quick review mobile app pickup service location long line cars drivethrough used mobile app instead waiting long linei actually pulled one two mobile pickup spots placed order using mcdonalds mobile app food less five minutes guy literally ran ever go mcdonalds sure get mobile app lots good deals itit great experience wouldnt hesitate use mobile pickup service,quick review mobile app pickup service location long line cars drivethrough used mobile app instead waiting long linei actually pulled mobile pickup spots placed order using mcdonalds mobile app food less five minutes guy literally ran ever mcdonalds sure mobile app lots good deals itit great experience wouldnt hesitate use mobile pickup service,quick review mobile app pickup service location long line car drivethrough used mobile app instead waiting long linei actually pulled mobile pickup spot placed order using mcdonalds mobile app food le five minute guy literally ran ever mcdonalds sure mobile app lot good deal itit great experience wouldnt hesitate use mobile pickup service,0.3190476190476191,0.5198412698412699
36,"This specific McDonald's is just straight garbage.  We order for my daughter and they gave the wrong sandwich.  We ordered the new menu item Surf & Turf, and they screwed that up.  Again with the wrong sandwich.  The cashier gave nothing but attitude and was short with all her responses.  The French fries were old and crusty and it was just another thing that was just wrong with this specific McDonald's.Would not go to this again, not worth the grief.","this specific mcdonald's is just straight garbage. we order for my daughter and they gave the wrong sandwich. we ordered the new menu item surf & turf, and they screwed that up. again with the wrong sandwich. the cashier gave nothing but attitude and was short with all her responses. the french fries were old and crusty and it was just another thing that was just wrong with this specific mcdonald's.would not go to this again, not worth the grief.",this specific mcdonalds is just straight garbage we order for my daughter and they gave the wrong sandwich we ordered the new menu item surf  turf and they screwed that up again with the wrong sandwich the cashier gave nothing but attitude and was short with all her responses the french fries were old and crusty and it was just another thing that was just wrong with this specific mcdonaldswould not go to this again not worth the grief,specific mcdonalds straight garbage order daughter gave wrong sandwich ordered new menu item surf turf screwed wrong sandwich cashier gave nothing attitude short responses french fries old crusty another thing wrong specific mcdonaldswould go worth grief,specific mcdonalds straight garbage order daughter gave wrong sandwich ordered new menu item surf turf screwed wrong sandwich cashier gave nothing attitude short responses french fries old crusty another thing wrong specific mcdonaldswould worth grief,specific mcdonalds straight garbage order daughter gave wrong sandwich ordered new menu item surf turf screwed wrong sandwich cashier gave nothing attitude short response french fry old crusty another thing wrong specific mcdonaldswould worth grief,-0.13030303030303028,0.3837121212121212
37,"McDonald's always pleases with its delicious food. The employees are always friendly, which is especially pleasing in the morning when I come here before work. Sometimes there are a lot of people and you have to wait for your order","mcdonald's always pleases with its delicious food. the employees are always friendly, which is especially pleasing in the morning when i come here before work. sometimes there are a lot of people and you have to wait for your order",mcdonalds always pleases with its delicious food the employees are always friendly which is especially pleasing in the morning when i come here before work sometimes there are a lot of people and you have to wait for your order,mcdonalds always pleases delicious food employees always friendly especially pleasing morning come work sometimes lot people wait order,mcdonalds always pleases delicious food employees always friendly especially pleasing morning come work sometimes lot people wait order,mcdonalds always plea delicious food employee always friendly especially pleasing morning come work sometimes lot people wait order,0.4583333333333333,0.8333333333333334
38,This lady was so unprofessional rushing me while she was still airing another customer. Informed the manager and got a fake apology I came here for convenience to feed my children this crap while I have a emergency happening ruined the rest of my evening. I'm never returning  it even on my worse day. Do better. McDonald's. Customer service should improve,this lady was so unprofessional rushing me while she was still airing another customer. informed the manager and got a fake apology i came here for convenience to feed my children this crap while i have a emergency happening ruined the rest of my evening. i'm never returning it even on my worse day. do better. mcdonald's. customer service should improve,this lady was so unprofessional rushing me while she was still airing another customer informed the manager and got a fake apology i came here for convenience to feed my children this crap while i have a emergency happening ruined the rest of my evening im never returning it even on my worse day do better mcdonalds customer service should improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed children crap emergency happening ruined rest evening im never returning even worse day better mcdonalds customer service improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed children crap emergency happening ruined rest evening never returning even worse day better mcdonalds customer service improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed child crap emergency happening ruined rest evening never returning even worse day better mcdonalds customer service improve,-0.30000000000000004,0.725
39,Not all McDonald's are created equal. They have the best fries at this location. I think they frequently change their oil thats why everything tastes better here. I drive 3 miles just to go here.,not all mcdonald's are created equal. they have the best fries at this location. i think they frequently change their oil thats why everything tastes better here. i drive 3 miles just to go here.,not all mcdonalds are created equal they have the best fries at this location i think they frequently change their oil thats why everything tastes better here i drive 3 miles just to go here,mcdonalds created equal best fries location think frequently change oil thats everything tastes better drive 3 miles go,mcdonalds created equal best fries location think frequently change oil thats everything tastes better drive 3 miles,mcdonalds created equal best fry location think frequently change oil thats everything taste better drive 3 mile,0.4,0.3375
40,Just an average McDonald's Nothing particularly special. Love a late night burger though,just an average mcdonald's nothing particularly special. love a late night burger though,just an average mcdonalds nothing particularly special love a late night burger though,average mcdonalds nothing particularly special love late night burger though,average mcdonalds nothing particularly special love late night burger though,average mcdonalds nothing particularly special love late night burger though,0.1017857142857143,0.5428571428571428
41,"Nice floor and sitting area, clean store, food ok. Nice staffs. Much better than many other MDs","nice floor and sitting area, clean store, food ok. nice staffs. much better than many other mds",nice floor and sitting area clean store food ok nice staffs much better than many other mds,nice floor sitting area clean store food ok nice staffs much better many mds,nice floor sitting area clean store food ok nice staffs much better many mds,nice floor sitting area clean store food ok nice staff much better many md,0.5111111111111112,0.7000000000000001
42,Ordered from a fast food burger place that left out my burgers. 'Nuff said. Cheeseburger,ordered from a fast food burger place that left out my burgers. 'nuff said. cheeseburger,ordered from a fast food burger place that left out my burgers nuff said cheeseburger,ordered fast food burger place left burgers nuff said cheeseburger,ordered fast food burger place left burgers nuff said cheeseburger,ordered fast food burger place left burger nuff said cheeseburger,0.1,0.3
43,Very clean and organized. I like it made me feel comfortable. The staff are very nice and polite do there job very well. The staff are fast and know how to keep the line short. You order in one side and pick up in the other side. They have seating available. In the first floor you can sit or go up the stairs to more seating and the bathrooms. Didn't go in the bathroom's but I know they have bathrooms. This is one of the best McDonald's I ever been into. I will be coming back here.,very clean and organized. i like it made me feel comfortable. the staff are very nice and polite do there job very well. the staff are fast and know how to keep the line short. you order in one side and pick up in the other side. they have seating available. in the first floor you can sit or go up the stairs to more seating and the bathrooms. didn't go in the bathroom's but i know they have bathrooms. this is one of the best mcdonald's i ever been into. i will be coming back here.,very clean and organized i like it made me feel comfortable the staff are very nice and polite do there job very well the staff are fast and know how to keep the line short you order in one side and pick up in the other side they have seating available in the first floor you can sit or go up the stairs to more seating and the bathrooms didnt go in the bathrooms but i know they have bathrooms this is one of the best mcdonalds i ever been into i will be coming back here,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order one side pick side seating available first floor sit go stairs seating bathrooms didnt go bathrooms know bathrooms one best mcdonalds ever coming back,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order side pick side seating available first floor sit stairs seating bathrooms didnt bathrooms know bathrooms best mcdonalds ever coming back,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order side pick side seating available first floor sit stair seating bathroom didnt bathroom know bathroom best mcdonalds ever coming back,0.3574074074074074,0.4925925925925925
44,"Lastima que no hay estrella cero , los empleados deberian a estar más entrenados , siempre me toca con la cajera del Drive con mala actitud y falta de respeto a los clientes , piensa que van a pedir las cosas de gratis , y no , está vez se enojo Porq no le di un código por speaker, cuando otros me han pedido que se los de personalmente , en verdad si quieres empezar bien tu día , no vengas aquí , !!!!!!!!!!!!","lastima que no hay estrella cero , los empleados deberian a estar más entrenados , siempre me toca con la cajera del drive con mala actitud y falta de respeto a los clientes , piensa que van a pedir las cosas de gratis , y no , está vez se enojo porq no le di un código por speaker, cuando otros me han pedido que se los de personalmente , en verdad si quieres empezar bien tu día , no vengas aquí , !!!!!!!!!!!!",lastima que no hay estrella cero  los empleados deberian a estar más entrenados  siempre me toca con la cajera del drive con mala actitud y falta de respeto a los clientes  piensa que van a pedir las cosas de gratis  y no  está vez se enojo porq no le di un código por speaker cuando otros me han pedido que se los de personalmente  en verdad si quieres empezar bien tu día  no vengas aquí  ,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir las cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir las cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir la cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,0.0,0.0
45,"This is a quick review of the mobile app pickup service at this location. There was a long line of cars at the drive-through so I used the mobile app instead of waiting in a long line.I actually pulled into one of the two mobile pickup spots and placed my order using the McDonald's mobile app. I had my food in less than five minutes. The guy literally ran it out for me. If you ever go to McDonald's, be sure and get their mobile app. Lots of good deals on it!It was a great experience and I wouldn't hesitate to use their mobile pickup service again.","this is a quick review of the mobile app pickup service at this location. there was a long line of cars at the drive-through so i used the mobile app instead of waiting in a long line.i actually pulled into one of the two mobile pickup spots and placed my order using the mcdonald's mobile app. i had my food in less than five minutes. the guy literally ran it out for me. if you ever go to mcdonald's, be sure and get their mobile app. lots of good deals on it!it was a great experience and i wouldn't hesitate to use their mobile pickup service again.",this is a quick review of the mobile app pickup service at this location there was a long line of cars at the drivethrough so i used the mobile app instead of waiting in a long linei actually pulled into one of the two mobile pickup spots and placed my order using the mcdonalds mobile app i had my food in less than five minutes the guy literally ran it out for me if you ever go to mcdonalds be sure and get their mobile app lots of good deals on itit was a great experience and i wouldnt hesitate to use their mobile pickup service again,quick review mobile app pickup service location long line cars drivethrough used mobile app instead waiting long linei actually pulled one two mobile pickup spots placed order using mcdonalds mobile app food less five minutes guy literally ran ever go mcdonalds sure get mobile app lots good deals itit great experience wouldnt hesitate use mobile pickup service,quick review mobile app pickup service location long line cars drivethrough used mobile app instead waiting long linei actually pulled mobile pickup spots placed order using mcdonalds mobile app food less five minutes guy literally ran ever mcdonalds sure mobile app lots good deals itit great experience wouldnt hesitate use mobile pickup service,quick review mobile app pickup service location long line car drivethrough used mobile app instead waiting long linei actually pulled mobile pickup spot placed order using mcdonalds mobile app food le five minute guy literally ran ever mcdonalds sure mobile app lot good deal itit great experience wouldnt hesitate use mobile pickup service,0.3190476190476191,0.5198412698412699
46,"This specific McDonald's is just straight garbage.  We order for my daughter and they gave the wrong sandwich.  We ordered the new menu item Surf & Turf, and they screwed that up.  Again with the wrong sandwich.  The cashier gave nothing but attitude and was short with all her responses.  The French fries were old and crusty and it was just another thing that was just wrong with this specific McDonald's.Would not go to this again, not worth the grief.","this specific mcdonald's is just straight garbage. we order for my daughter and they gave the wrong sandwich. we ordered the new menu item surf & turf, and they screwed that up. again with the wrong sandwich. the cashier gave nothing but attitude and was short with all her responses. the french fries were old and crusty and it was just another thing that was just wrong with this specific mcdonald's.would not go to this again, not worth the grief.",this specific mcdonalds is just straight garbage we order for my daughter and they gave the wrong sandwich we ordered the new menu item surf  turf and they screwed that up again with the wrong sandwich the cashier gave nothing but attitude and was short with all her responses the french fries were old and crusty and it was just another thing that was just wrong with this specific mcdonaldswould not go to this again not worth the grief,specific mcdonalds straight garbage order daughter gave wrong sandwich ordered new menu item surf turf screwed wrong sandwich cashier gave nothing attitude short responses french fries old crusty another thing wrong specific mcdonaldswould go worth grief,specific mcdonalds straight garbage order daughter gave wrong sandwich ordered new menu item surf turf screwed wrong sandwich cashier gave nothing attitude short responses french fries old crusty another thing wrong specific mcdonaldswould worth grief,specific mcdonalds straight garbage order daughter gave wrong sandwich ordered new menu item surf turf screwed wrong sandwich cashier gave nothing attitude short response french fry old crusty another thing wrong specific mcdonaldswould worth grief,-0.13030303030303028,0.3837121212121212
47,"McDonald's always pleases with its delicious food. The employees are always friendly, which is especially pleasing in the morning when I come here before work. Sometimes there are a lot of people and you have to wait for your order","mcdonald's always pleases with its delicious food. the employees are always friendly, which is especially pleasing in the morning when i come here before work. sometimes there are a lot of people and you have to wait for your order",mcdonalds always pleases with its delicious food the employees are always friendly which is especially pleasing in the morning when i come here before work sometimes there are a lot of people and you have to wait for your order,mcdonalds always pleases delicious food employees always friendly especially pleasing morning come work sometimes lot people wait order,mcdonalds always pleases delicious food employees always friendly especially pleasing morning come work sometimes lot people wait order,mcdonalds always plea delicious food employee always friendly especially pleasing morning come work sometimes lot people wait order,0.4583333333333333,0.8333333333333334
48,This lady was so unprofessional rushing me while she was still airing another customer. Informed the manager and got a fake apology I came here for convenience to feed my children this crap while I have a emergency happening ruined the rest of my evening. I'm never returning  it even on my worse day. Do better. McDonald's. Customer service should improve,this lady was so unprofessional rushing me while she was still airing another customer. informed the manager and got a fake apology i came here for convenience to feed my children this crap while i have a emergency happening ruined the rest of my evening. i'm never returning it even on my worse day. do better. mcdonald's. customer service should improve,this lady was so unprofessional rushing me while she was still airing another customer informed the manager and got a fake apology i came here for convenience to feed my children this crap while i have a emergency happening ruined the rest of my evening im never returning it even on my worse day do better mcdonalds customer service should improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed children crap emergency happening ruined rest evening im never returning even worse day better mcdonalds customer service improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed children crap emergency happening ruined rest evening never returning even worse day better mcdonalds customer service improve,lady unprofessional rushing still airing another customer informed manager got fake apology came convenience feed child crap emergency happening ruined rest evening never returning even worse day better mcdonalds customer service improve,-0.30000000000000004,0.725
49,Not all McDonald's are created equal. They have the best fries at this location. I think they frequently change their oil thats why everything tastes better here. I drive 3 miles just to go here.,not all mcdonald's are created equal. they have the best fries at this location. i think they frequently change their oil thats why everything tastes better here. i drive 3 miles just to go here.,not all mcdonalds are created equal they have the best fries at this location i think they frequently change their oil thats why everything tastes better here i drive 3 miles just to go here,mcdonalds created equal best fries location think frequently change oil thats everything tastes better drive 3 miles go,mcdonalds created equal best fries location think frequently change oil thats everything tastes better drive 3 miles,mcdonalds created equal best fry location think frequently change oil thats everything taste better drive 3 mile,0.4,0.3375
50,Just an average McDonald's Nothing particularly special. Love a late night burger though,just an average mcdonald's nothing particularly special. love a late night burger though,just an average mcdonalds nothing particularly special love a late night burger though,average mcdonalds nothing particularly special love late night burger though,average mcdonalds nothing particularly special love late night burger though,average mcdonalds nothing particularly special love late night burger though,0.1017857142857143,0.5428571428571428
51,"Nice floor and sitting area, clean store, food ok. Nice staffs. Much better than many other MDs","nice floor and sitting area, clean store, food ok. nice staffs. much better than many other mds",nice floor and sitting area clean store food ok nice staffs much better than many other mds,nice floor sitting area clean store food ok nice staffs much better many mds,nice floor sitting area clean store food ok nice staffs much better many mds,nice floor sitting area clean store food ok nice staff much better many md,0.5111111111111112,0.7000000000000001
52,Ordered from a fast food burger place that left out my burgers. 'Nuff said. Cheeseburger,ordered from a fast food burger place that left out my burgers. 'nuff said. cheeseburger,ordered from a fast food burger place that left out my burgers nuff said cheeseburger,ordered fast food burger place left burgers nuff said cheeseburger,ordered fast food burger place left burgers nuff said cheeseburger,ordered fast food burger place left burger nuff said cheeseburger,0.1,0.3
53,Very clean and organized. I like it made me feel comfortable. The staff are very nice and polite do there job very well. The staff are fast and know how to keep the line short. You order in one side and pick up in the other side. They have seating available. In the first floor you can sit or go up the stairs to more seating and the bathrooms. Didn't go in the bathroom's but I know they have bathrooms. This is one of the best McDonald's I ever been into. I will be coming back here.,very clean and organized. i like it made me feel comfortable. the staff are very nice and polite do there job very well. the staff are fast and know how to keep the line short. you order in one side and pick up in the other side. they have seating available. in the first floor you can sit or go up the stairs to more seating and the bathrooms. didn't go in the bathroom's but i know they have bathrooms. this is one of the best mcdonald's i ever been into. i will be coming back here.,very clean and organized i like it made me feel comfortable the staff are very nice and polite do there job very well the staff are fast and know how to keep the line short you order in one side and pick up in the other side they have seating available in the first floor you can sit or go up the stairs to more seating and the bathrooms didnt go in the bathrooms but i know they have bathrooms this is one of the best mcdonalds i ever been into i will be coming back here,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order one side pick side seating available first floor sit go stairs seating bathrooms didnt go bathrooms know bathrooms one best mcdonalds ever coming back,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order side pick side seating available first floor sit stairs seating bathrooms didnt bathrooms know bathrooms best mcdonalds ever coming back,clean organized like made feel comfortable staff nice polite job well staff fast know keep line short order side pick side seating available first floor sit stair seating bathroom didnt bathroom know bathroom best mcdonalds ever coming back,0.3574074074074074,0.4925925925925925
54,"Lastima que no hay estrella cero , los empleados deberian a estar más entrenados , siempre me toca con la cajera del Drive con mala actitud y falta de respeto a los clientes , piensa que van a pedir las cosas de gratis , y no , está vez se enojo Porq no le di un código por speaker, cuando otros me han pedido que se los de personalmente , en verdad si quieres empezar bien tu día , no vengas aquí , !!!!!!!!!!!!","lastima que no hay estrella cero , los empleados deberian a estar más entrenados , siempre me toca con la cajera del drive con mala actitud y falta de respeto a los clientes , piensa que van a pedir las cosas de gratis , y no , está vez se enojo porq no le di un código por speaker, cuando otros me han pedido que se los de personalmente , en verdad si quieres empezar bien tu día , no vengas aquí , !!!!!!!!!!!!",lastima que no hay estrella cero  los empleados deberian a estar más entrenados  siempre me toca con la cajera del drive con mala actitud y falta de respeto a los clientes  piensa que van a pedir las cosas de gratis  y no  está vez se enojo porq no le di un código por speaker cuando otros me han pedido que se los de personalmente  en verdad si quieres empezar bien tu día  no vengas aquí  ,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir las cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir las cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,lastima que hay estrella cero los empleados deberian estar más entrenados siempre toca con la cajera del drive con mala actitud falta de respeto los clientes piensa que van pedir la cosas de gratis está vez se enojo porq le di un código por speaker cuando otros han pedido que se los de personalmente en verdad si quieres empezar bien tu día vengas aquí,0.0,0.0
55,"This is a quick review of the mobile app pickup service at this location. There was a long line of cars at the drive-through so I used the mobile app instead of waiting in a long line.I actually pulled into one of the two mobile pickup spots and placed my order using the McDonald's mobile app. I had my food in less than five minutes. The guy literally ran it out for me. If you ever go to McDonald's, be sure and get their mobile app. Lots of good deals on it!It was a great experience and I wouldn't hesitate to use their mobile pickup service again.","this is a quick review of the mobile app pickup service at this location. there was a long line of cars at the drive-through so i used the mobile app instead of waiting in a long line.i actually pulled into one of the two mobile pickup spots and placed my order using the mcdonald's mobile app. i had my food in less than five minutes. the guy literally ran it out for me. if you ever go to mcdonald's, be sure and get their mobile app. lots of good deals on it!it was a great experience and i wouldn't hesitate to use their mobile pickup service again.",this is a quick review of the mobile app pickup service at this location there was a long line of cars at the drivethrough so i used the mobile app instead of waiting in a long linei actually pulled into one of the two mobile pickup spots and placed my order using the mcdonalds mobile app i had my food in less than five minutes the guy literally ran it out for me if you ever go to mcdonalds be sure and get their mobile app lots of good deals on itit was a great experience and i wouldnt hesitate to use their mobile pickup service again,quick review mobile app pickup service location long line cars drivethrough used mobile app instead waiting long linei actually pulled one two mobile pickup spots placed order using mcdonalds mobile app food less five minutes guy literally ran ever go mcdonalds sure get mobile app lots good deals itit great experience wouldnt hesitate use mobile pickup service,quick review mobile app pickup service location long line cars drivethrough used mobile app instead waiting long linei actually pulled mobile pickup spots placed order using mcdonalds mobile app food less five minutes guy literally ran ever mcdonalds sure mobile app lots good deals itit great experience wouldnt hesitate use mobile pickup service,quick review mobile app pickup service location long line car drivethrough used mobile app instead waiting long linei actually pulled mobile pickup spot placed order using mcdonalds mobile app food le five minute guy literally ran ever mcdonalds sure mobile app lot good deal itit great experience wouldnt hesitate use mobile pickup service,0.3190476190476191,0.5198412698412699
